plant,pollinator,first_year,last_year,n_dated
Ageratina altissima,Parrhasius m-album,2018.0,2025.0,6
Ageratina altissima,Patalene olyzonaria,2019.0,2025.0,5
Ageratina altissima,Peridroma saucia,2024.0,2025.0,2
Ageratina altissima,Petrophila hodgesi,2022.0,2022.0,2
Ageratina altissima,Philanthus bilunatus,2016.0,2022.0,3
Ageratina altissima,Philanthus gibbosus,2014.0,2024.0,12
Ageratina altissima,Phyciodes tharos,2017.0,2025.0,9
Ageratina altissima,Physocephala tibialis,2020.0,2023.0,2
Ageratina altissima,Pieris rapae,2015.0,2024.0,12
Ageratina altissima,Pleuroprucha insulsaria,2021.0,2025.0,2
Ageratina altissima,Plutella xylostella,2022.0,2022.0,1
Ageratina altissima,Polemius laticornis,2022.0,2022.0,1
Ageratina altissima,Polistes dominula,2019.0,2021.0,3
Ageratina altissima,Polistes exclamans,2024.0,2024.0,1
Ageratina altissima,Polistes fuscatus,2018.0,2025.0,22
Ageratina altissima,Polistes metricus,2018.0,2018.0,1
Ageratina altissima,Polites themistocles,2024.0,2024.0,1
Ageratina altissima,Polygonia comma,2007.0,2018.0,4
Ageratina altissima,Polygonia interrogationis,2015.0,2015.0,1
Ageratina altissima,Prenolepis imparis,2021.0,2024.0,2
Ageratina altissima,Procecidocharoides penelope,2022.0,2022.0,2
Ageratina altissima,Prochoerodes lineola,2025.0,2025.0,2
Ageratina altissima,Prochoreutis inflatella,2021.0,2022.0,3
Ageratina altissima,Propylaea quatuordecimpunctata,2021.0,2021.0,1
Ageratina altissima,Pseudodynerus quadrisectus,2025.0,2025.0,1
Ageratina altissima,Psilonyx annulatus,2020.0,2020.0,1
Ageratina altissima,Pterallastes thoracicus,2020.0,2020.0,1
Ageratina altissima,Pyrausta acrionalis,2013.0,2013.0,1
Ageratina altissima,Pyrausta rubricalis,2021.0,2021.0,2
Ageratina altissima,Pyrrharctia isabella,2024.0,2024.0,1
Ageratina altissima,Rhodobaenus quinquepunctatus,2022.0,2022.0,1
Ageratina altissima,Ripiphorus fasciatus,2024.0,2024.0,1
Ageratina altissima,Schinia nundina,2020.0,2020.0,1
Ageratina altissima,Schizomyia eupatoriflorae,2019.0,2022.0,2
Ageratina altissima,Schreckensteinia festaliella,2021.0,2021.0,1
Ageratina altissima,Scolia bicincta,2019.0,2025.0,5
Ageratina altissima,Scolia dubia,2017.0,2025.0,21
Ageratina altissima,Sericomyia chrysotoxoides,2017.0,2024.0,8
Ageratina altissima,Sparnopolius confusus,2017.0,2017.0,1
Ageratina altissima,Sphex ichneumoneus,2012.0,2012.0,1
Ageratina altissima,Spilomyia longicornis,2016.0,2025.0,10
Ageratina altissima,Spoladea recurvalis,2018.0,2021.0,3
Ageratina altissima,Strangalepta abbreviata,2022.0,2022.0,1
Ageratina altissima,Strangalia luteicornis,2023.0,2023.0,1
Ageratina altissima,Strymon melinus,2018.0,2019.0,7
Ageratina altissima,Sumitrosis inaequalis,2019.0,2025.0,3
Ageratina altissima,Synanthedon pictipes,2021.0,2021.0,2
Ageratina altissima,Synanthedon pyri,2021.0,2021.0,1
Ageratina altissima,Synanthedon scitula,2021.0,2021.0,1
Ageratina altissima,Synchlora aerata,2024.0,2024.0,1
Ageratina altissima,Syritta pipiens,2017.0,2025.0,69
Ageratina altissima,Syrphus knabi,2021.0,2021.0,1
Ageratina altissima,Syrphus rectus,2019.0,2024.0,17
Ageratina altissima,Syrphus torvus,2016.0,2016.0,1
Ageratina altissima,Tebenna gnaphaliella,2024.0,2024.0,1
Ageratina altissima,Tetraopes tetrophthalmus,2023.0,2023.0,1
Ageratina altissima,Toxomerus geminatus,2017.0,2025.0,59
Ageratina altissima,Toxomerus marginatus,2019.0,2025.0,20
Ageratina altissima,Toxorhynchites rutilus,2017.0,2024.0,15
Ageratina altissima,Trichiotinus affinis,2021.0,2021.0,1
Ageratina altissima,Trichodezia albovittata,2024.0,2024.0,1
Ageratina altissima,Tricholita signata,2020.0,2020.0,1
Ageratina altissima,Trichopoda pennipes,2014.0,2023.0,3
Ageratina altissima,Triepeolus helianthi,,,0
Ageratina altissima,Tropidia albistylum,2024.0,2024.0,1
Ageratina altissima,Udea rubigalis,2021.0,2022.0,4
Ageratina altissima,Vanessa atalanta,2012.0,2025.0,8
Ageratina altissima,Vanessa cardui,2017.0,2024.0,13
Ageratina altissima,Vanessa virginiensis,2018.0,2025.0,10
Ageratina altissima,Vespula germanica,2019.0,2019.0,2
Ageratina altissima,Vespula maculifrons,2021.0,2023.0,2
Ageratina altissima,Volucella evecta,2023.0,2023.0,1
Ageratina altissima,Xestia smithii,2025.0,2025.0,1
Ageratina altissima,Xylocopa virginica,2018.0,2025.0,12
Ageratina altissima,Xylomya simillima,2023.0,2023.0,1
Ageratina altissima,Zethus spinipes,2023.0,2023.0,1
Ageratina aromatica,Agapostemon sericeus,2021.0,2021.0,1
Ageratina aromatica,Augochlora pura,2021.0,2021.0,1
Ageratina aromatica,Bombus impatiens,2021.0,2021.0,1
Ageratina aromatica,Clossiana toddi,2016.0,2016.0,2
Ageratina aromatica,Coelioxys octodentatus,2022.0,2022.0,2
Ageratina aromatica,Halictus ligatus,2022.0,2022.0,1
Ageratina aromatica,Hylaeus leptocephalus,2022.0,2022.0,1
Ageratina aromatica,Hylaeus modestus,2021.0,2021.0,1
Ageratina aromatica,Junonia coenia,2020.0,2020.0,1
Ageratina aromatica,Leucospis affinis,2023.0,2023.0,1
Ageratina aromatica,Megacyllene robiniae,2021.0,2021.0,1
Ageratina aromatica,Scolia dubia,2021.0,2022.0,3
Ageratina aromatica,Syritta pipiens,2021.0,2021.0,3
Ageratina havanensis,Abaeis nicippe,2013.0,2013.0,1
Ageratina havanensis,Achyra rantalis,2013.0,2013.0,1
Ageratina havanensis,Anthanassa texana,2013.0,2013.0,1
Ageratina havanensis,Atlides halesus,2018.0,2018.0,1
Ageratina havanensis,Battus philenor,2018.0,2018.0,1
Ageratina havanensis,Brachygastra mellifica,2023.0,2023.0,1
Ageratina havanensis,Brephidium exilis,2008.0,2013.0,3
Ageratina havanensis,Calycopis isobeon,2016.0,2017.0,2
Ageratina havanensis,Chlosyne lacinia,2013.0,2018.0,2
Ageratina havanensis,Cisseps fulvicollis,2013.0,2013.0,1
Ageratina havanensis,Danaus gilippus,2018.0,2018.0,1
Ageratina havanensis,Danaus plexippus,2018.0,2025.0,3
Ageratina havanensis,Dryas iulia,2007.0,2007.0,1
Ageratina havanensis,Euodynerus annulatus,2022.0,2022.0,1
Ageratina havanensis,Euptoieta claudia,2013.0,2013.0,1
Ageratina havanensis,Hemiargus ceraunus,2013.0,2013.0,1
Ageratina havanensis,Hylephila phyleus,2018.0,2018.0,1
Ageratina havanensis,Juriniopsis adusta,2026.0,2026.0,1
Ageratina havanensis,Lerema accius,2024.0,2024.0,1
Ageratina havanensis,Libytheana carinenta,2013.0,2018.0,3
Ageratina havanensis,Limenitis archippus,2010.0,2010.0,1
Ageratina havanensis,Melanchroia chephise,2008.0,2016.0,2
Ageratina havanensis,Mestra amymone,2013.0,2018.0,2
Ageratina havanensis,Mitoura gryneus,2017.0,2017.0,1
Ageratina havanensis,Nathalis iole,2013.0,2013.0,1
Ageratina havanensis,Oarisma minima,2010.0,2010.0,1
Ageratina havanensis,Phoebis sennae,2013.0,2013.0,1
Ageratina havanensis,Phyciodes phaon,2010.0,2013.0,2
Ageratina havanensis,Pontia protodice,2013.0,2013.0,1
Ageratina havanensis,Strymon melinus,2013.0,2018.0,3
Ageratina havanensis,Vanessa cardui,2018.0,2018.0,1
Ageratina havanensis,Vanessa virginiensis,2013.0,2013.0,1
Ageratina havanensis,Zerene cesonia,2013.0,2013.0,1
Ageratina jucunda,Apis mellifera,2020.0,2020.0,1
Ageratina jucunda,Colletes thysanellae,2023.0,2023.0,1
Ageratina occidentalis,Bombus insularis,2023.0,2023.0,1
Ageratina occidentalis,Tharsalea heteronea,2011.0,2011.0,1
Ageratum houstonianum,Agapostemon virescens,2022.0,2022.0,1
Ageratum houstonianum,Apis mellifera,2019.0,2025.0,8
Ageratum houstonianum,Augochlora pura,2024.0,2024.0,2
Ageratum houstonianum,Bicyrtes quadrifasciatus,2021.0,2021.0,1
Ageratum houstonianum,Bombus affinis,2020.0,2020.0,1
Ageratum houstonianum,Bombus auricomus,2023.0,2023.0,1
Ageratum houstonianum,Bombus impatiens,2019.0,2021.0,2
Ageratum houstonianum,Bombus ternarius,2025.0,2025.0,1
Ageratum houstonianum,Cisseps fulvicollis,2019.0,2020.0,2
Ageratum houstonianum,Danaus plexippus,2017.0,2017.0,1
Ageratum houstonianum,Eristalinus aeneus,2019.0,2019.0,1
Ageratum houstonianum,Eristalis stipator,2022.0,2022.0,1
Ageratum houstonianum,Eupeodes americanus,2024.0,2024.0,1
Ageratum houstonianum,Halictus ligatus,2022.0,2022.0,2
Ageratum houstonianum,Lucilia sericata,2019.0,2019.0,1
Ageratum houstonianum,Melissodes bimaculatus,2022.0,2022.0,1
Ageratum houstonianum,Panoquina panoquin,2016.0,2016.0,2
Ageratum houstonianum,Papilio glaucus,2025.0,2025.0,1
Ageratum houstonianum,Phyciodes tharos,2019.0,2019.0,3
Ageratum houstonianum,Pieris rapae,2019.0,2019.0,1
Ageratum houstonianum,Toxomerus marginatus,2019.0,2024.0,4
Ageratum houstonianum,Vanessa cardui,2019.0,2019.0,1
Ageratum houstonianum,Vanessa virginiensis,2024.0,2024.0,1
Agoseris aurantiaca,Agapostemon virescens,2015.0,2015.0,1
Agoseris aurantiaca,Lasioglossum zonulum,2013.0,2013.0,1
Agoseris glauca,Agapostemon virescens,2015.0,2015.0,2
Agoseris glauca,Andrena thaspii,2015.0,2015.0,1
Agoseris glauca,Anthophora terminalis,2015.0,2015.0,1
Agoseris glauca,Ashmeadiella cactorum,2015.0,2015.0,1
Agoseris glauca,Bombus appositus,2023.0,2023.0,1
Agoseris glauca,Bombus bifarius,2020.0,2023.0,13
Agoseris glauca,Bombus centralis,2023.0,2023.0,1
Agoseris glauca,Bombus fervidus,2015.0,2023.0,3
Agoseris glauca,Bombus flavidus,2024.0,2024.0,1
Agoseris glauca,Bombus griseocollis,2023.0,2023.0,2
Agoseris glauca,Bombus huntii,2023.0,2023.0,2
Agoseris glauca,Bombus insularis,2019.0,2023.0,6
Agoseris glauca,Bombus melanopygus,2022.0,2022.0,1
Agoseris glauca,Bombus mixtus,2019.0,2019.0,1
Agoseris glauca,Bombus occidentalis,2022.0,2022.0,1
Agoseris glauca,Bombus rufocinctus,2023.0,2023.0,6
Agoseris glauca,Bombus vagans,2023.0,2023.0,1
Agoseris glauca,Bombus vosnesenskii,2023.0,2023.0,2
Agoseris glauca,Ceratina nanula,2014.0,2014.0,1
Agoseris glauca,Halictus ligatus,2014.0,2014.0,1
Agoseris glauca,Lasioglossum albipenne,2015.0,2015.0,5
Agoseris glauca,Osmia juxta,2014.0,2014.0,1
Agoseris glauca,Parnassius smintheus,2020.0,2020.0,1
Agoseris glauca,Syrphus opinator,2024.0,2024.0,1
Agoseris heterophylla,Eresia aveyrona,2013.0,2013.0,1
Agoseris heterophylla,Halictus tripartitus,2022.0,2022.0,1
Agoseris heterophylla,Lasioglossum titusi,2019.0,2019.0,4
Agoseris heterophylla,Ochlodes agricola,2013.0,2013.0,1
Agoseris heterophylla,Ochlodes sylvanoides,2013.0,2013.0,1
Agrimonia gryposepala,Rhingia nasica,2020.0,2020.0,1
